accessories,accommodation,alcohol,audio_equipment,beverages,books,cameras,car_rentals,clothing,coffee_shops,dairy_products,desktops,electronics,fast_food,food_delivery,fruits,groceries,gym_memberships,jewelry,laptops,magazines,meat,movies,music,outdoor_activities,public_transportation,restaurant_meals,seafood,shoes,smartphones,snacks,software,sports_equipment,streaming_services,tablets,travel,vegetables,video_games,watches,income
38.49,75.34,11.73,24.42,16.11,37.83,16.96,56.52,63.29,10.99,27.98,15.88,40.16,21.56,17.38,21.26,32.8,56.38,26.38,24.63,38.41,26.46,57.32,57.05,59.52,57.39,22.43,21.01,53.33,31.1,17.32,15.42,40.16,74.89,23.55,73.47,21.44,31.98,27.36,326.68
43.88,12.31,30.34,110.89,48.9,6.62,75.58,9.13,70.25,31.74,81.38,71.36,182.99,64.29,49.67,65.5,97.99,6.66,28.83,111.63,5.37,81.52,7.82,7.89,6.86,8.9,64.86,64.33,55.29,147,47.56,72.7,5.79,11.82,109.14,11.74,63.8,147.42,28.83,865.46
38.07,38.8,59.69,147.54,88.77,18.15,100.11,27.19,63.88,57.95,146.05,99.73,247.91,118.76,86.9,116.72,176.28,29.42,24.31,147.25,17.21,146.33,28.88,29.99,28.57,29.15,116.45,115.52,51.39,198.85,87.05,97.99,20.34,38.39,148.14,39.37,117.23,199.84,24.87,1167.02
8.05,86.53,63.51,20.78,97.69,44.33,12.65,65.05,11.46,65.81,163.09,13.09,34,130.91,97.68,131.35,196.13,65.82,6.38,19.89,44.26,163,65.27,65.32,66.24,65.27,130.81,130.99,10.77,28.88,98.92,13.33,43.37,86.61,20.35,86.62,130.82,28.63,7.28,308.45
39.9,89.24,27.92,124.86,40.69,46.6,85.62,69.56,68,27.94,71.1,84.4,209.54,55.57,43.13,57.22,83.5,68.03,26.19,124.67,46.46,71.44,68.46,68.53,69.87,69.18,55.92,56.67,53.11,166.72,42.75,82.31,43.76,90.75,125.84,91.77,55.22,167.71,27.49,1037.98
18.54,65.83,44.61,29.16,69.53,33.09,19.53,50.64,31.79,45.44,114.47,20.64,50.59,91.95,67,90.14,135.16,49.77,13.95,30,34.4,112.73,48.83,49.81,50.66,50.65,90.52,91.86,25.44,38.3,68.16,17.99,34.06,68.5,29.02,67.64,90.87,38.46,13.71,350.04
38.04,45.99,69.17,104.87,102.41,21.97,67.61,33.8,60.71,69.75,170.66,69.16,173.87,137,102.92,135.68,205.85,30.69,23.24,103.95,22.7,172.3,32.77,32.34,34.08,32.89,138.76,137.78,49.29,138.32,102.99,69.73,22.13,42.97,103.91,43.85,138.56,139.16,23.1,878.24
43.64,31.34,54.76,131.37,85.24,15.24,86.97,22.71,73.9,57.2,140.58,86.8,215.98,112.01,83.69,113.01,169.32,22.47,29.17,132.31,14.37,142.2,22.84,23.41,21.62,23.22,110.37,113.01,60.26,173.67,85.23,88.03,14.67,32.02,130.17,30.35,110.77,175.8,29.92,1050.9
7.75,25.97,9.1,46.9,11.83,13.6,32.35,19.62,13.93,9.38,21.67,31.99,77.85,18.32,15,17.36,26.35,19.2,6.29,47.59,13.79,20.57,20.25,20.4,21.69,21.41,19.12,18.13,11.43,63.59,12.61,31.86,14.76,27.03,46.13,28.91,17.92,62.94,5.1,365.24
32.13,90.87,19.23,33.32,28.59,44.45,23.27,67.54,53.66,19.42,48.96,25.9,60.04,40.49,30.25,38.71,58.78,69.27,18.64,35.21,46.46,47.96,71.77,69.99,69.62,71.39,38.06,40.27,42.66,46.51,27.84,25.01,47.22,92.66,36.09,94.36,38.42,47.36,19.99,413.12
27.06,20.41,51.92,23.57,78.27,7.59,14.43,16.44,43.73,51.69,127.39,13.39,37,101.2,77.06,103.67,154.07,13.81,18.81,22.32,8.96,128.06,16.87,13.63,14.69,12.63,102.16,101.74,35.47,26.49,77.43,15.37,9.11,19.07,22.01,17.14,101.79,28.46,19.21,270.38
22.56,38.22,69.36,110.59,101.87,20.23,72.76,28.27,36.9,68,171.77,72.65,183.19,137.77,102.97,136.49,205.8,30.62,15.92,109.55,18.97,171.29,28.8,28.5,30.17,29.78,137.27,135.54,29.56,146.89,102.71,74.91,19.05,40.24,109.14,40.56,137.91,147.24,14.65,885.28
7.12,58.11,55.05,67.04,83.5,26.85,42.5,40.41,11.73,55.38,141.83,46.1,111.75,113.96,86.29,113.15,168.83,42.75,1.71,69.76,27.96,140.64,41.91,42.26,42.77,44.61,110.57,114.82,8.73,88.89,83.24,43.79,27.91,54.94,65.83,56.73,113.27,91,3.37,574.42
34.71,35.54,11.87,96.09,19.11,17.22,66.12,27.86,59.32,13.09,31.87,63.6,161.93,24.39,19.18,25.53,37.32,28.16,23.81,97.02,18.45,32.03,27.92,28.87,28.61,27.6,23.6,26.87,47.23,129.47,19.45,63.04,18.14,35.8,98.53,34.54,27.51,129.1,23.15,767.26
29.01,67.14,32.97,136.87,46.99,32.65,90.94,50.7,47.54,30.54,78.31,90.31,230.52,62.87,46.43,63.9,91.68,49.15,19.93,139.02,34.22,78.21,50.28,50.29,49.11,47.95,62.03,62.75,38,183.16,46.64,93.77,33.61,65.36,138.42,64.78,63.05,184.9,19.22,1082.33
39.3,68.51,31.51,130.75,48.33,31.83,86.76,49.51,67.21,31.07,78.35,86.64,216.4,61.98,44.97,61.29,92.58,51.86,26.93,130.34,33.4,75.06,49.89,51.72,51.85,50.12,61.11,61.32,54.28,173.45,46.96,87.47,32.08,66.03,130.72,66.59,61.18,171.69,26.75,1045.74
23.74,26.11,68.18,54.46,99.94,14.24,35.43,20.91,37.51,68.02,167.86,35.65,88.33,136.65,100.67,134.87,200.45,19.38,15.04,56.04,13.73,167.03,20.89,21.41,22.01,21.9,133.08,135.63,29.54,72.41,100.85,36.67,15.58,25.29,53.1,27.85,134.57,72.06,15.99,498.68
43.07,27.52,54.4,97.91,82.06,13.96,63,21.47,72.67,56.6,138.11,63.8,159.3,109.92,82.53,111.32,164.63,20.02,28.95,95.98,13.76,136.81,19.92,21.38,21.07,20.37,110.66,109.63,59.16,127.76,80.95,65.26,14.06,27.95,97.39,29,111.16,128.94,29.03,810.08
21.15,79.01,31.22,20.26,47.08,40.12,14.35,59.67,34.25,30.65,79.14,12.56,33.11,62.39,47.27,62.01,92.88,58.87,13.42,19.83,40.42,78.13,59.72,59.49,58.18,59.26,63.2,63.95,28.37,27.31,48.87,13.49,37,79.3,19.05,77.67,62.92,25.57,12.81,282.37
13.18,26.36,17.38,21.26,24.4,11.8,15.11,20.28,21.07,15.84,38.48,14.02,34.13,32.9,25.91,33.53,50.1,20.53,7.73,21.69,13.27,41.61,19.87,18.44,20.36,18.58,32.56,32.62,16.2,28.29,24.42,13.51,12.5,24.32,21.92,25.03,32.19,28.9,9.52,212.24
2.75,90.23,15.53,121.95,22.61,45.29,81.55,67.2,4.48,15.33,35.77,81.77,202.84,28.91,21.78,29.84,45.79,66.08,0.56,122.84,45.36,36.52,67.54,66.28,65.71,64.21,30.63,28.98,2.14,160.96,21.18,82.22,43.88,89.97,121,87.46,29.38,160.67,2.63,920.58
6.17,70.31,52.94,64.6,79.48,33.21,42.39,51.9,10.29,53.95,134.61,42.99,107.63,105.79,81.69,107.31,162.43,52.08,4.14,65.48,32.46,134.08,51.2,51.88,51.56,51.51,106.1,108.2,7.56,86.53,81.41,44.28,35.06,68.7,65.53,69.54,107.99,85.74,3.24,568.37
33.19,83.94,23.39,131.54,35.62,41.49,88.18,62.06,56.69,23.72,58.98,86.68,220.83,47.41,34.2,46.89,71.73,64.16,21.87,132.58,41.17,59.66,62.35,63.02,63.47,63.6,47.66,49.23,45.32,177.17,35.84,88.11,39.91,85.8,133.68,84.62,47.03,176.48,22.08,1061.99
36.9,25.15,62.46,82.66,95.29,10.9,54.48,17.04,60.89,61.73,156.86,54.61,138.51,126.13,93.77,125.19,190.82,16.42,26.33,81.38,9.72,158.49,16.34,16.44,16.26,17.52,125.7,126,50.12,110.66,95.12,54.04,9.21,20.84,80.75,22.31,125.67,110.68,23.95,711.98
38.73,84.55,64.76,118.86,94.4,43.89,80.26,65.78,65.64,63.32,160.55,80.04,199.93,126.68,95.57,126.64,191.87,64.37,25.96,119.74,41.22,159.95,64.15,64.8,63.11,65.32,126.27,127.31,52.45,159.84,97.24,80.33,41.93,87.47,118.87,86.96,127.89,159.28,24.95,1026.74
36.77,72.96,16.07,44.97,20.86,34.63,31.66,53.98,58.96,14.71,38.47,31.85,76.82,27.78,21.79,29.49,42.55,54.65,24.06,46.73,36.5,35.45,53.14,53.13,54.06,53.35,28.59,27.71,46.47,60.9,21.72,31.62,36.03,70.28,46.35,72.01,30.59,61.62,23.3,464.48
45.25,23.66,43.53,126.75,65.58,12.68,85.1,16.63,74.48,43.28,106.22,83.29,212.83,85.2,64.24,85.1,129.83,19.27,29.69,128.54,13.65,107.51,18.54,16.74,17.85,17.22,84.12,85.11,57.77,169.79,65.2,84.08,11.1,21.47,126.31,25.35,85.83,168.26,29.85,1002.93
17.26,84.36,68.99,67.42,102.6,43.12,46.11,64.11,29.88,70.57,172.78,43.94,112.13,139.7,102.84,137.75,207.71,63.34,12.73,68.29,43.75,169.88,64.91,64.24,64.13,64.9,137.16,137.22,22.91,89.84,103.74,46.19,42.7,84.57,67.2,85.08,136.38,89.31,11.67,642.08
18.76,75.27,21.05,134.42,31.85,36.27,88.19,55.66,30.79,20.31,52.79,90.34,223.55,41.99,33.02,41.42,63.97,56.52,13.32,132.49,37.37,53.99,57.19,57.21,55.57,55.41,42.07,43.75,25.19,179.42,32.77,89.7,37.77,73.72,133.43,72.81,41.97,178.62,11.93,1019.87
33.39,49.73,65.6,46.63,101.13,23.62,31.54,36.24,53.61,67.9,169.01,29.79,74.6,132.78,101.69,133.2,202.2,37.35,23.28,43.88,23.4,166.87,34.86,34.46,36.38,36.76,133.19,133.27,42.87,59.6,101.69,28.89,23.26,48.39,43.95,48.57,133.77,58.18,21.17,478.89
16.75,43.64,3.44,51.72,3.55,22.65,35.72,34.08,29.8,3.73,8.87,35.59,89.99,7.28,6.46,5.6,9.96,33.34,11.45,52.32,23.34,10.05,34.42,33.66,32.24,33.56,7.91,6.98,23.32,69.35,3.8,38.1,22.49,45.27,51.21,43.53,5.99,70.83,12.63,430.67
18.08,72.74,48.61,59.08,74.38,34.9,36.98,53.83,31.52,50.43,125.67,37.75,97.63,100.25,75.89,99.68,152,53.39,12.36,58.43,34.88,124.99,53.5,55.91,54.1,55.06,100.47,99.26,23.69,78.15,76.02,39.13,36.04,71.88,57.52,72.95,99.47,76.85,13.44,544.92
21.29,65.75,23.67,2.17,36.33,31.57,3.61,48.2,34.22,24.89,58.95,2.63,6.13,47.71,35.56,48.75,72.8,48.33,14.09,2.36,34.36,59.26,50.79,49.68,49.58,50.24,46.55,47.7,26.64,2,35.27,2.41,32.71,64.79,3.33,65.51,46.66,3.78,14.15,154.87
4.65,93.93,63.19,133.74,95.39,46.29,86.39,71.57,11.61,62.27,157.29,88.63,220.13,125.98,92.43,126.2,189.75,71.2,4.97,131.75,48.31,156.84,69.39,69.76,69.66,70.62,126.1,126.39,8.08,175.09,94.1,88.73,48.32,92.56,132.73,94.23,127.52,177.27,4.79,1048.38
39.26,50.94,30.37,129.28,44.41,23.47,84.1,37.6,64.25,30.16,73.35,84.91,214.29,61.18,46.28,58.91,89.81,36.74,25.22,127.65,24.11,74.24,35.77,36.24,39.62,39.01,61,60.72,51.66,170.08,47.15,85.02,23.81,48.58,126.25,50.22,58.82,170.53,24.2,1008.47
45.74,15.17,0.08,118.01,-0.22,9.28,78.95,11.98,74.72,0.69,0.95,77.78,197.67,-1.47,-1.31,0.66,1.78,11.62,32.53,119.58,6.07,2.52,11.37,10.12,10.82,12.47,0.71,2.25,58.11,157.98,-0.35,78.64,7.46,13.87,119.22,14.36,0.42,156.48,29,893.28
43.88,24.92,26.22,101.57,41.49,13.07,65.81,17.82,71.48,25.82,68.17,70.27,168.58,52.42,38.91,52.66,79.13,17.77,29.1,100.67,11.28,67.19,16.37,18.07,19.36,20.01,53.37,54.03,57.06,135.66,39,68.71,13.52,22.68,102.1,24.01,52.81,136.14,27.76,814.94
34.3,53.01,-0.68,9.68,1.87,25.15,7.55,37.22,56.41,1.54,2.27,8.1,16.2,2.22,3.05,2.19,4.45,38.94,22.15,9.84,27.07,1.96,40.43,40.38,38.69,39.68,3.53,1.51,45.68,13.81,2.31,7.63,26.88,51.95,9.64,53.81,3.61,13.28,22.58,185.22
36.13,12.72,61.45,68.74,92.71,3.94,45.61,6.94,57.48,63.31,156.85,44.52,116.76,125.83,93.94,124.19,187.15,8.23,23.82,70.55,7.31,157.07,7.35,10.66,10.57,9.15,124.68,125.86,45.35,92.43,93.39,46.1,6.22,11.63,68.76,11.86,124.95,91.19,25,605.99
37.78,12.57,7.86,15.97,11.77,6.99,12.32,10.41,64.34,8.57,20,10.84,27.08,14.12,8.72,14.62,22.75,10.76,22.68,15.51,6,16.27,10.5,10.74,11.96,9.12,16,14.82,52.07,20.12,11.49,11.75,6.02,13.28,16.78,13.56,15.32,20.67,25.13,199.23
26.79,43.45,70.99,124.98,103.59,21.02,84.33,32.37,39.74,67.98,176.11,82.61,205.91,139.69,105.19,139.7,210.61,30.63,15.54,123.02,21.29,172.96,31.17,33.92,31.12,30.94,140.35,139.95,35.34,165.45,104.46,83.09,20.37,43.5,124.51,41.96,139.33,165.24,18.16,992.25
31.38,33.28,19.61,104.28,28.81,16.52,69.31,25.11,51.82,16.59,43.75,67.93,175.06,34.85,27.03,34.73,52.61,26.45,21.26,107.08,18.55,43.17,24.44,24.08,25.07,24.15,34.5,33.5,40.67,139.48,25.58,70.83,16.42,34.71,104.55,33.41,35.69,139.74,22.12,814.63
15.46,80.86,22.68,59.82,31.4,40.06,40.23,60.77,27.09,19.54,52.12,40.44,100.56,43.6,30.13,43.7,64.36,59.77,10.93,58.92,41.46,50.98,61.53,60.96,60.82,61.58,41.93,42.89,21.16,80.43,30.81,42.44,38.66,81.49,60.5,80.81,42.47,81.26,11.38,541.12
35.24,54.63,2.65,15.28,2.18,29.2,11.76,44.48,59.46,3.44,6.43,9.7,27.19,5.11,2,5.19,6.23,42.56,23.91,15.19,28.05,4.01,41.62,43.42,42.47,42.54,3.78,5.28,49.53,21.03,4.13,9.1,29.14,55.29,15.32,57.07,4.95,21.41,25.5,238.84
43.89,52.72,2.46,146.68,3.13,28.82,96.52,41.12,75.42,0.01,1.97,96.53,244,1.4,2.41,1.02,4.37,41.3,29.56,147.01,26.64,4.65,41.95,40.86,38.59,39.41,3.67,2.31,58.72,195.69,0.33,99.8,28.88,53.38,146.89,54.27,3.23,195.76,28.67,1125.64
20.86,6.52,59.77,61.46,91.82,2.06,41.18,3.01,36.43,60.68,154.33,42.04,100.13,123.75,92.08,122.12,183.33,4.37,13.48,61.79,1.47,154.94,2.24,2.78,2.41,3.15,126.13,123.41,27.63,82.06,91.63,41.27,2.04,3.91,59.95,5.45,122.85,82.49,12.56,515
34.82,95.16,38.66,49.25,56.05,48.6,33.24,70.36,58.88,36.47,92.96,33.3,82.25,75.24,55.83,75.94,112.39,72.26,22.62,50.06,47.21,93.56,72.23,69.37,69.75,71.37,74.53,74.4,47.47,67.75,55.14,31.97,48.05,94.17,49.29,95.08,75.14,66.78,23.94,534.82
4.73,44.87,16.79,99.12,28.57,24.01,64.19,31.66,5.92,19.11,44.62,64.87,165.32,36.14,27.42,35.4,54.79,34.53,2.16,97.43,21.79,43.03,33.64,33.97,32.45,31.39,34.96,37.58,5.29,131.45,27.21,63.41,22.22,44.36,97.82,44.78,37.26,131.21,1.89,724.31
6.32,95.02,15.78,111.11,24.29,48.18,70.9,72.89,10.53,18.05,45.31,72.39,183.43,33.9,26.19,34.03,50.57,72.57,5.74,110.49,48.78,41.9,72.05,71.46,72.58,72.49,34.49,34.51,5.81,145.27,26.24,70.3,48.13,95.72,109.79,96.12,35.39,144.86,3.93,853.3
33.02,64.95,65.06,21.81,98.07,32.72,15.11,50.54,54.04,66.55,163.92,14.68,37.87,131.8,99.73,132.75,195.32,49.92,20.95,24.35,33.84,163.05,47.76,48.1,47.32,47.34,132.47,133.3,41.99,32.32,98.98,16.82,32.4,66.08,22.57,62.5,132.24,31.72,21.94,351.39
29.8,62.73,65.35,44.99,95.37,30.04,29.59,47.5,48.76,62.51,158.64,27.21,72.3,125.41,96.12,128.06,189.53,47.26,19.64,42.79,31.3,158.67,46.6,46.07,46.62,46.9,126.96,128.57,39.02,59.19,96.31,28.51,30.29,60.58,44,61.24,126.63,58.34,19.34,475.36
10.73,14.33,47.45,71.51,72,6.67,47.96,11.73,17.32,47.99,120.95,47.37,119.74,95.36,73.63,95.88,145.19,11.73,6.18,70.72,8.64,119.32,11.55,10.57,11.57,10.73,94.65,97.58,15.3,94.65,72.53,47.26,8.21,15.48,71.23,15.97,98.83,95.66,7.2,554.73
26.51,38.29,10.08,42.48,16.84,17.92,28.18,27.22,44.38,10.65,28.68,27.06,69.81,25.09,18.01,22.37,34.07,29.17,18.99,42.33,19.8,29.03,26.88,29.41,28.59,29.33,24.05,22.32,36.85,54.63,18.43,27.41,18.92,39.79,42.41,38.99,23.73,54.95,17.28,381.01
32.71,52.74,41.12,64.25,58.34,26.9,42.55,37.88,59.52,40.92,98.57,42.61,107.94,78.37,61.02,80.8,119.4,39.25,23.9,61.64,27.42,102.24,38.72,38.13,39.35,38.92,79.5,79.88,47.59,86.04,60.54,43.33,26.96,49.7,63.81,50.46,78,84.99,23.81,593.92
43.24,4.53,19.64,38.39,28.87,3.17,25.47,1.32,71.84,19.3,50.12,24.37,62.07,39.04,30.46,40.97,58.54,2.6,29.42,35.03,1.81,50.66,3.9,2.11,2.14,1.15,40.25,40.05,56.22,46.83,28.98,23.89,2.24,2.56,36.79,3.16,40.88,49.71,29.56,356.52
25.42,48.68,0.41,6.08,2.72,24.76,5.38,36.82,41.34,1.67,2.59,3.6,9.29,3.14,2.24,2.64,4.78,33.53,15.96,4.92,24.05,3.74,35.83,34.61,36.95,36.34,2.04,3.64,34.18,6.17,2.82,4.19,24.1,49.53,4.74,50,3.92,7.15,16.82,131.07
44.17,54.01,11.52,100.72,16.25,28.49,66.8,40.62,71.6,11.92,27.66,68.25,169.18,22.14,17.97,24.42,35.12,39.81,28.84,100.29,26.39,29.62,40.63,40.86,41.16,42,23.86,21.16,56.77,132.94,16.36,68.22,27.78,54.42,100.17,54.09,22.85,135.45,29.34,823.92
36.11,78.29,2.71,148.74,4.83,37.65,99.28,57.47,57.89,3.65,10.3,98.64,245.51,7.55,5.95,9.16,12.71,60.35,23.54,148.2,40.29,6.76,57.55,59.38,57.46,57.81,8.39,7.15,47.1,199.48,6.37,98.01,40.32,78.07,150.31,77.38,7.92,196.94,24.68,1141.21
-1.01,91.61,28.17,117.71,41.28,44.35,78.45,68.68,1.13,26.45,68.64,78.88,198.62,56.24,42.31,54.42,82.56,70.71,0.4,118.21,45.6,67.45,68.87,68.65,69.53,70.65,56.38,53.59,0.77,158.28,41.08,79.23,45.61,91.2,117.91,93.03,55.32,156.85,0.05,907.98
21.73,43.31,24.64,119.57,39.14,20.83,80.21,33.2,36.06,27.35,66.62,77.83,201.46,51.15,39.73,50.61,78.55,30.51,17.05,119.32,21.83,65.17,30.32,32.53,31.17,32.04,51.49,51.51,29.26,160.23,39.63,79.06,21.95,42.23,119.95,43.7,51.75,161.03,17.07,917.08
8.59,13.65,65.01,46.83,100.1,5.85,29.68,9.33,14.59,67.64,165.84,31.31,76.87,132.13,99.74,131.28,198.27,9.39,5.19,45.1,6.79,165.89,10.45,10.03,10.24,9.12,133.37,133.13,11.5,59.53,97.26,28.43,4.65,13.87,46.48,13.35,132.77,59.62,6.71,399.31
18.8,97.71,26.22,57.26,40.29,48.6,35.99,72.81,31.45,25.45,67.72,37.95,93.86,51.03,40.68,53.72,79.11,74.38,12.53,58.64,49.89,66.59,73.18,74.51,73.63,71.94,54.28,50.8,23.93,76.27,38.17,36.89,48.77,97.17,58.94,97.59,52.18,73.87,13,537.6
15.29,37.57,8.7,19.39,15.33,18.95,13.19,27.08,24.82,10.45,25.13,13.04,30.87,19.03,14.91,18.16,31.38,26.92,9.25,20.97,16.62,27.01,27.84,26.77,26.34,27.71,18.69,19.99,21.39,25.67,14.88,14.57,17.08,37.01,19.68,37.16,19.26,25.11,8.53,207.83
33.79,29.17,5.82,123.24,7.84,16.96,82.22,23.59,56.83,6.08,15.74,80.47,200.97,10.72,8.51,13.39,20.04,23.46,23.75,123.03,16.97,15.96,24,21.92,22.55,24.74,12.44,11.93,46.6,163.9,9.61,80.74,16.07,32.05,121.84,29.45,11.89,164.13,22.79,921.94
30.14,24.72,13.33,133.76,16.38,13.09,87.77,16.87,51.26,8.66,29.08,89.22,222.39,22.83,16.58,19.88,35.07,17.7,21.2,134.89,12.24,27.78,17.26,17.01,16.93,17.8,21.68,24.7,39.12,179.14,16.71,88.39,12.05,23.42,132.34,24.06,21.4,176.59,19.82,984.92
15.5,67.07,56.49,28.57,85.86,32.55,20.35,49.41,26.81,56.91,141.26,20.25,47.76,111.05,85.46,115.03,169.09,49.8,9.74,30.06,33.06,141.4,49.39,48.7,49.8,47.89,114.42,114.52,22.13,41.21,83.75,18.25,31.2,66.22,29.51,66,114.25,39.82,10.5,349.02
19.34,97.74,42.6,7.11,62.53,48.54,6.43,72.36,32.67,43.26,105.85,5.27,11.59,83.3,62.35,83.39,124.65,71.89,12.99,6.61,48.38,103.56,73.7,72.07,71.49,72.87,84.97,83.72,27.33,10.64,63.28,3.38,48.85,96.83,7.57,95.86,82.78,8.96,11.91,224.13
29.38,49.74,53,52.44,81.81,25.6,34.44,38.58,47.98,54.6,134.77,35.51,86.73,106.31,82.58,108.23,160.15,38.02,17.43,53.09,26.05,133.23,37.27,38.44,36.96,36.54,106.36,107.31,41.43,70.6,81.55,35.82,23.55,51.05,51.75,48.6,106.61,69.95,18.08,509.85
4.44,56.58,14.62,140.51,22.97,29.23,94.66,42.37,6.49,15.58,36.94,94.98,234.04,29.79,22.77,30.72,44.92,41.78,1.01,140.05,26.68,38.25,42.6,43.26,42.74,41.74,30.99,29.93,6.46,188.74,22.93,93.35,28.86,56.77,139.83,55.96,29.59,187.99,4.33,1016.8
44.71,46.82,34.26,131.16,53.65,23.87,87.39,34.18,73.64,34.65,87.55,87.11,221.91,68.59,53.28,68.51,102.1,33.57,28.49,131.61,22.56,86.61,33.71,33.12,34.5,31.87,68.23,68.73,57.74,175.07,52.55,86.32,22.19,45.64,131.75,46.91,68.94,176.27,30.53,1047.38
15,63.77,30.87,76.74,46.25,32.73,50.44,48.37,26.03,29.88,77.68,51.05,129.4,61.36,46.99,62.27,91.46,48.06,8.52,77.71,30.44,75.01,49.66,49.61,49.63,49.76,61.07,60.86,19.34,103.89,46.01,52.96,31.89,63.88,76.87,63.14,60.76,103.74,9.88,641.69
8.46,49.81,53.54,109.36,82.59,25.16,74.74,38.13,13.9,55.46,138.4,71.35,182.32,111.25,81.62,110.34,167.07,38.51,4.83,109.52,24.55,138.96,36.75,39.47,37.6,37.9,109.41,111.56,10.19,144.2,82.77,72.6,24.94,53.3,108.92,50.72,109.71,145.09,5.22,851.13
37.79,88.19,31.44,140.26,48.62,43.24,92.52,66.15,61.83,30.73,80.08,92.02,232.48,63.82,49.37,64.63,99.12,65.64,24.98,140.16,46.62,82.24,66.96,66.25,67.5,66.63,65.23,66.16,50.4,186.93,49.2,92.48,44.57,88.87,140.67,87.11,66,186.33,23.87,1122.59
30.08,46.04,37.66,57.39,56.82,24.61,37.77,34.56,48.55,36.28,93.79,35.88,91.85,76.29,56.05,73.56,109.79,37.32,19.18,55.6,26.18,94.23,35.64,34.52,34.09,36.18,74.68,74.39,40.24,74.08,55.46,36.66,22.37,46.74,53.91,48.71,74.22,74.11,19.23,514.4
41.84,24.12,21.97,111.55,33.47,11.85,74.46,15.36,68.14,20.69,53.83,73.65,187.26,41.75,31.26,41.28,65.59,17.03,29.16,111.72,9.4,52.62,16.45,17.61,16.96,15.07,41.96,45.08,53.6,150.3,31.96,74.6,11.24,19.83,109.85,22.22,43.35,148.93,28.34,872.36
7.12,81.26,31.32,112.27,48.11,39.34,73.66,60.5,13.35,31.05,79.64,74.48,184.87,64.05,47.44,65.59,93.39,58.51,5.48,112.07,39.86,80.08,61.05,59.52,59.59,60.55,64.45,64.36,9.62,149.65,48.73,72.29,40.6,80.5,111.49,79.38,62.17,148.06,3.59,868.68
36.26,90.51,36.13,13.49,54.16,46.32,8.6,68.07,58.81,38.1,91.41,9.93,19.46,74.89,55.38,74.53,114.14,67.85,22.39,12.15,45.79,91.71,68.57,68.36,66.65,69.81,74.08,74.82,45.64,19.36,54.42,9.68,45.79,92.46,12.61,91.08,73.92,17,23.85,285.89
6.82,56.37,20.31,132.67,31.61,27.15,90.79,41.82,11.18,21.89,53.81,88.79,221.81,41.84,31.65,42.52,63.98,39.42,3.41,132.81,25.83,53.79,43.7,40.53,42.01,39.26,41.59,43.29,8.8,178.05,31.72,89.8,27.88,53.81,134.11,54.71,43.36,177.25,2.4,979.56
25.95,67.81,31.89,14.25,47.53,33.94,9.11,50.4,42.9,30.22,78.03,10.32,25.25,63.2,45.22,61.1,91.65,51.75,19.26,16.42,34.45,77.49,49.14,51.23,50.74,49.52,62.17,62.14,35.53,19.77,44.58,11.43,34.37,69.09,14.23,68.45,61.72,20.15,18.59,250.64
17.73,17.22,64.3,26.78,97.92,9.8,18.68,14.11,32.48,65.78,164.78,17.88,43.29,130.84,97.43,132.81,194.39,15.35,12.36,27.62,10.79,163.98,14.18,14.65,13.96,14.47,131.58,130.64,25.55,35.87,98.97,16.48,8.87,16.07,27.54,19.24,130.92,35.06,14.67,301.22
3.24,73.29,53.06,44.28,80.15,35.21,31.08,55.97,5.15,55.45,133.86,28.5,72.45,107.37,82.56,106.42,161.94,53.23,2.08,43.61,37.22,134.68,53.69,56.94,53.63,54.93,107.94,106.57,4.89,59.74,80.98,30.51,37.83,73.28,42.35,73.99,109.07,59.05,1.4,425.32
27.45,64.95,20.93,49.58,35.11,33.68,35.05,49.21,43.88,22.32,54.84,33.93,81.02,42.39,33.2,43.13,66.56,50.47,17.67,50.8,31.38,54.29,48.44,49.65,47.55,49.14,44.92,43.14,36.34,66.29,31.45,32.01,34.12,65.63,50.84,66.38,43.39,66.35,17.61,472.26
6.23,46.14,59.5,100.11,88.03,23.68,65.21,33.05,8.5,56.94,144.93,65.84,164.59,117.45,86.46,115.05,174.05,33.56,3.29,98.73,24.28,145.57,34.63,34.03,34.53,33.38,117.4,117.21,7.28,133.85,86.25,66.67,23.07,45.68,99.86,45.37,117.33,131.01,3.82,773.64
44.46,76.63,34.7,142.77,52.94,38.84,95.28,58.96,73.66,35.54,88.19,94.89,239.95,70.83,51.8,71.91,103.74,55.93,30.12,145.4,37.01,87.61,57.34,55.38,56.29,55.47,70.08,70.05,59.9,193.17,51.53,95.49,38.05,76.02,144.58,76.27,69,194.11,28.78,1162.58
13.88,53.47,3.07,88.34,2.63,26.81,59.01,38.93,23.64,2.59,5.67,57.79,146.08,2.95,1.61,5.32,7.8,41.77,7.71,87.96,27.48,3.55,42.37,40.2,41.72,40.51,5.55,3.14,18.67,117.53,0.88,57.6,26.86,54.87,88.57,54.55,5.77,117.85,9.13,673.84
10.12,80.63,16.05,73.78,24.84,39.55,49.15,58.51,18.77,18.01,39.41,51.17,121.93,32.39,23.63,32.89,48.36,59.21,7.16,75.35,40.09,38.69,58.62,58.93,58.78,59.81,31.01,30.88,16.62,99.85,23.92,50.17,38.58,78.61,74.69,78.58,30.5,97.17,7.1,611.65
